epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,381.956,1.23957,0.70317,0.95409,0.90242,0.77752,0.88018,0.58255,1.129,0.67171,0.92921,0.0091585,0.0091585,0.0091585
19,402.99,1.22521,0.69655,0.95327,0.89535,0.78743,0.88105,0.59548,1.10624,0.67596,0.92438,0.009109,0.009109,0.009109
20,423.39,1.21037,0.68722,0.94976,0.90067,0.78799,0.88153,0.59212,1.13998,0.65473,0.92524,0.0090595,0.0090595,0.0090595
21,444.213,1.19835,0.67939,0.94541,0.90387,0.78326,0.8837,0.60203,1.10971,0.65546,0.92593,0.00901,0.00901,0.00901
22,464.645,1.19216,0.67634,0.94646,0.89961,0.79297,0.88121,0.59951,1.10723,0.65681,0.91745,0.0089605,0.0089605,0.0089605
23,485.324,1.18241,0.67137,0.94306,0.90592,0.79473,0.88719,0.61606,1.07865,0.62996,0.90578,0.008911,0.008911,0.008911
24,506.028,1.1665,0.66457,0.94125,0.90782,0.80265,0.88573,0.608,1.10007,0.64296,0.91136,0.0088615,0.0088615,0.0088615
25,526.812,1.16659,0.65753,0.93537,0.90865,0.79117,0.88691,0.60979,1.07379,0.64228,0.91208,0.008812,0.008812,0.008812
26,547.365,1.16859,0.65933,0.93968,0.90923,0.79956,0.89311,0.61887,1.08035,0.62256,0.91334,0.0087625,0.0087625,0.0087625
27,568.082,1.15401,0.65254,0.93663,0.91479,0.80623,0.89876,0.63251,1.0412,0.6104,0.89962,0.008713,0.008713,0.008713
28,588.587,1.1526,0.65129,0.93583,0.91228,0.78735,0.88394,0.60947,1.07548,0.66372,0.90905,0.0086635,0.0086635,0.0086635
29,609.397,1.14037,0.64166,0.93239,0.91725,0.80173,0.89764,0.62945,1.05348,0.60466,0.90526,0.008614,0.008614,0.008614
30,629.968,1.14591,0.64449,0.93467,0.91705,0.80739,0.89854,0.633,1.02927,0.59256,0.89735,0.0085645,0.0085645,0.0085645
31,650.251,1.13345,0.63915,0.93336,0.90369,0.81512,0.89381,0.62644,1.04943,0.62817,0.90469,0.008515,0.008515,0.008515
32,670.774,1.11741,0.62872,0.92736,0.90855,0.80455,0.8969,0.6331,1.04253,0.59613,0.90694,0.0084655,0.0084655,0.0084655
33,691.215,1.11704,0.62733,0.92626,0.91215,0.81254,0.89936,0.63744,1.03074,0.59828,0.89411,0.008416,0.008416,0.008416
34,711.902,1.11644,0.62702,0.92835,0.91401,0.80791,0.89513,0.63548,1.01916,0.59699,0.89543,0.0083665,0.0083665,0.0083665
35,732.647,1.11176,0.62412,0.92637,0.92639,0.80662,0.9055,0.64803,1.00503,0.58177,0.89172,0.008317,0.008317,0.008317
36,753.296,1.10457,0.62358,0.92594,0.9133,0.80984,0.89472,0.61912,1.07538,0.6126,0.90882,0.0082675,0.0082675,0.0082675
37,773.717,1.09708,0.61415,0.92212,0.90557,0.81241,0.90039,0.64389,0.99946,0.58199,0.88733,0.008218,0.008218,0.008218
38,794.156,1.09812,0.61853,0.92438,0.91509,0.8173,0.90372,0.64168,1.01457,0.58265,0.89331,0.0081685,0.0081685,0.0081685
39,814.394,1.09769,0.61603,0.92454,0.91612,0.81666,0.90712,0.64978,1.01388,0.57278,0.89199,0.008119,0.008119,0.008119
40,834.851,1.09213,0.61298,0.92193,0.92251,0.81081,0.90625,0.65959,0.98135,0.56487,0.88291,0.0080695,0.0080695,0.0080695
41,855.521,1.07892,0.60714,0.92043,0.92036,0.81091,0.90094,0.6392,1.02578,0.58426,0.89109,0.00802,0.00802,0.00802
42,875.934,1.07756,0.60437,0.91877,0.91912,0.82085,0.90859,0.66007,0.97983,0.56535,0.88034,0.0079705,0.0079705,0.0079705
43,896.59,1.08045,0.6022,0.91685,0.92366,0.82542,0.90539,0.65662,0.9757,0.56231,0.87869,0.007921,0.007921,0.007921
44,917.476,1.07079,0.60209,0.9157,0.92025,0.82941,0.90833,0.64953,0.98354,0.56442,0.88776,0.0078715,0.0078715,0.0078715
45,937.967,1.06951,0.59828,0.91689,0.93262,0.8146,0.90743,0.65637,0.98724,0.56289,0.88433,0.007822,0.007822,0.007822
46,958.708,1.05904,0.59496,0.91453,0.93117,0.81743,0.90775,0.66133,0.96706,0.5601,0.88315,0.0077725,0.0077725,0.0077725
47,979.276,1.05835,0.59372,0.91532,0.92405,0.8287,0.91183,0.66549,0.96269,0.5527,0.87697,0.007723,0.007723,0.007723
48,999.455,1.05491,0.59187,0.91279,0.92995,0.82902,0.91399,0.66319,0.97433,0.55216,0.88128,0.0076735,0.0076735,0.0076735
49,1020.25,1.06012,0.5913,0.91188,0.93086,0.82855,0.91518,0.66924,0.96507,0.55192,0.87783,0.007624,0.007624,0.007624
50,1040.97,1.04811,0.58937,0.91389,0.92805,0.8276,0.91518,0.67356,0.94977,0.54488,0.8754,0.0075745,0.0075745,0.0075745
51,1061.26,1.04709,0.58586,0.91165,0.92144,0.82619,0.91304,0.66845,0.96475,0.54493,0.87833,0.007525,0.007525,0.007525
52,1081.89,1.04072,0.58519,0.91225,0.93066,0.82771,0.9144,0.67296,0.94123,0.5431,0.87184,0.0074755,0.0074755,0.0074755
53,1102.3,1.04296,0.58029,0.91173,0.92469,0.82233,0.91033,0.66945,0.94453,0.54624,0.875,0.007426,0.007426,0.007426
54,1122.88,1.034,0.57679,0.90824,0.92632,0.83034,0.91546,0.67688,0.93993,0.53608,0.87333,0.0073765,0.0073765,0.0073765
55,1143.61,1.02961,0.577,0.90968,0.92505,0.83224,0.91471,0.67289,0.9486,0.54737,0.87253,0.007327,0.007327,0.007327
56,1164.05,1.03175,0.57919,0.90761,0.93108,0.83082,0.91496,0.6751,0.9531,0.54194,0.87186,0.0072775,0.0072775,0.0072775
57,1185,1.02481,0.57686,0.90945,0.92905,0.83353,0.91736,0.68064,0.93139,0.52862,0.86935,0.007228,0.007228,0.007228
58,1205.66,1.03312,0.57664,0.90796,0.92343,0.83198,0.91241,0.67412,0.94131,0.54369,0.87084,0.0071785,0.0071785,0.0071785
59,1226.36,1.0212,0.57271,0.90711,0.91664,0.83971,0.91963,0.68493,0.94165,0.53134,0.87053,0.007129,0.007129,0.007129
60,1246.95,1.02088,0.56999,0.90599,0.92795,0.8374,0.91732,0.68242,0.92796,0.52941,0.87008,0.0070795,0.0070795,0.0070795
61,1267.67,1.01748,0.56923,0.9068,0.92261,0.837,0.91585,0.67862,0.94655,0.53706,0.87243,0.00703,0.00703,0.00703
62,1288.17,1.00796,0.56521,0.90453,0.9336,0.82545,0.91423,0.6772,0.9442,0.53506,0.87283,0.0069805,0.0069805,0.0069805
63,1308.67,1.01453,0.56778,0.90561,0.92928,0.83082,0.91565,0.67727,0.9421,0.53103,0.86922,0.006931,0.006931,0.006931
64,1329.53,1.01281,0.56505,0.90408,0.9291,0.83649,0.91704,0.68729,0.9073,0.52616,0.86253,0.0068815,0.0068815,0.0068815
65,1350.19,1.01286,0.56313,0.90284,0.92361,0.84022,0.92053,0.69272,0.903,0.51796,0.86371,0.006832,0.006832,0.006832
66,1371.14,1.00467,0.5637,0.90341,0.92907,0.84099,0.91701,0.68744,0.91303,0.52115,0.86421,0.0067825,0.0067825,0.0067825
67,1392.2,0.99705,0.55825,0.9023,0.92121,0.84152,0.91889,0.68616,0.91805,0.51869,0.8657,0.006733,0.006733,0.006733
68,1412.69,0.9982,0.55943,0.90498,0.93272,0.82722,0.91542,0.68492,0.91608,0.51864,0.86911,0.0066835,0.0066835,0.0066835
69,1433.54,1.00111,0.56154,0.90354,0.93352,0.83662,0.9234,0.69267,0.89631,0.5163,0.86035,0.006634,0.006634,0.006634
70,1454.38,0.99127,0.55556,0.89906,0.92434,0.83993,0.92139,0.6966,0.89873,0.51169,0.86327,0.0065845,0.0065845,0.0065845
71,1475.34,0.98844,0.55446,0.90145,0.92415,0.84709,0.92605,0.69969,0.8988,0.50672,0.86168,0.006535,0.006535,0.006535
72,1496.06,0.98516,0.55186,0.89918,0.92958,0.84396,0.92444,0.69823,0.88753,0.50983,0.86058,0.0064855,0.0064855,0.0064855
73,1516.65,0.98724,0.55353,0.89901,0.93218,0.84022,0.92468,0.69806,0.89622,0.50984,0.86038,0.006436,0.006436,0.006436
74,1537.5,0.98774,0.55328,0.89964,0.93454,0.82893,0.92146,0.69401,0.9095,0.50887,0.86535,0.0063865,0.0063865,0.0063865
75,1558.5,0.98221,0.54814,0.89996,0.9342,0.84331,0.92183,0.6991,0.88589,0.50094,0.85919,0.006337,0.006337,0.006337
76,1579.11,0.98045,0.54774,0.89808,0.9303,0.84037,0.92374,0.70153,0.89233,0.5044,0.85932,0.0062875,0.0062875,0.0062875
77,1599.96,0.98031,0.5476,0.89913,0.93408,0.84106,0.9233,0.6968,0.89143,0.50228,0.85801,0.006238,0.006238,0.006238
78,1620.63,0.98799,0.54991,0.89816,0.92733,0.84962,0.92278,0.69437,0.8947,0.50682,0.85897,0.0061885,0.0061885,0.0061885
79,1641.2,0.98096,0.5464,0.8994,0.93637,0.84524,0.92759,0.70496,0.88802,0.4961,0.85796,0.006139,0.006139,0.006139
80,1661.72,0.9714,0.54506,0.89707,0.93147,0.84859,0.92652,0.7085,0.87296,0.497,0.85638,0.0060895,0.0060895,0.0060895
81,1682.4,0.96588,0.54212,0.89586,0.92161,0.85224,0.92511,0.70907,0.86877,0.49741,0.85509,0.00604,0.00604,0.00604
82,1702.81,0.97223,0.54413,0.89869,0.92485,0.85039,0.92615,0.70957,0.86802,0.49759,0.85772,0.0059905,0.0059905,0.0059905
83,1723.96,0.96545,0.54282,0.89432,0.93271,0.84434,0.92304,0.70018,0.88363,0.4963,0.85843,0.005941,0.005941,0.005941
84,1744.71,0.96427,0.53883,0.89322,0.93416,0.84755,0.92781,0.70869,0.87079,0.48876,0.85341,0.0058915,0.0058915,0.0058915
85,1765.39,0.95582,0.53556,0.89377,0.93722,0.8438,0.92642,0.70438,0.86871,0.49381,0.85475,0.005842,0.005842,0.005842
86,1786.01,0.95573,0.53706,0.89357,0.9341,0.84679,0.9272,0.70898,0.86669,0.49029,0.85212,0.0057925,0.0057925,0.0057925
87,1806.59,0.9611,0.53799,0.8958,0.92304,0.85239,0.92703,0.70625,0.87832,0.49246,0.85567,0.005743,0.005743,0.005743
88,1827.4,0.95469,0.53549,0.8936,0.93269,0.84387,0.92512,0.71013,0.86468,0.48783,0.85265,0.0056935,0.0056935,0.0056935
89,1848.39,0.95606,0.53584,0.89464,0.93601,0.8473,0.9288,0.71502,0.84883,0.48518,0.8506,0.005644,0.005644,0.005644
90,1868.87,0.95365,0.5333,0.89213,0.93277,0.85033,0.92598,0.71018,0.86231,0.48884,0.85348,0.0055945,0.0055945,0.0055945
91,1889.58,0.95017,0.53216,0.89203,0.93388,0.85108,0.92768,0.71151,0.86048,0.48442,0.8528,0.005545,0.005545,0.005545
92,1910.19,0.9448,0.5278,0.89169,0.93572,0.85374,0.92657,0.71377,0.85854,0.48489,0.8533,0.0054955,0.0054955,0.0054955
93,1930.78,0.94884,0.53017,0.89036,0.93544,0.85001,0.92766,0.71475,0.86098,0.48259,0.85383,0.005446,0.005446,0.005446
94,1951.49,0.94614,0.52886,0.89228,0.93383,0.84859,0.92793,0.71598,0.8455,0.47631,0.84905,0.0053965,0.0053965,0.0053965
95,1972.3,0.94141,0.52666,0.89098,0.93866,0.84473,0.92424,0.71561,0.84798,0.48014,0.85022,0.005347,0.005347,0.005347
96,1992.72,0.93979,0.52766,0.8903,0.92798,0.85606,0.92839,0.71724,0.84031,0.47862,0.84726,0.0052975,0.0052975,0.0052975
97,2013.41,0.93787,0.52344,0.88798,0.93674,0.85029,0.92886,0.71419,0.85768,0.48204,0.85031,0.005248,0.005248,0.005248
98,2034,0.93209,0.52142,0.8879,0.93732,0.84906,0.92881,0.71768,0.84523,0.47904,0.84854,0.0051985,0.0051985,0.0051985
99,2054.63,0.94269,0.52609,0.89039,0.93415,0.85295,0.92969,0.71653,0.8497,0.4816,0.84895,0.005149,0.005149,0.005149
100,2075.33,0.93376,0.52333,0.88924,0.93694,0.84949,0.92938,0.71962,0.84515,0.47844,0.84783,0.0050995,0.0050995,0.0050995
101,2095.81,0.93538,0.52445,0.88977,0.93746,0.85078,0.93175,0.72208,0.83543,0.4723,0.84733,0.00505,0.00505,0.00505
102,2116.36,0.93263,0.52209,0.88916,0.93461,0.852,0.93025,0.71951,0.83841,0.4752,0.84762,0.0050005,0.0050005,0.0050005
103,2137.12,0.92667,0.52059,0.88728,0.94001,0.8494,0.9314,0.72307,0.82885,0.47163,0.84513,0.004951,0.004951,0.004951
104,2157.64,0.92782,0.51884,0.88786,0.93466,0.85735,0.93213,0.72573,0.82988,0.46545,0.84443,0.0049015,0.0049015,0.0049015
105,2178.4,0.92809,0.51916,0.88805,0.94032,0.84991,0.93068,0.72394,0.82576,0.47285,0.84527,0.004852,0.004852,0.004852
106,2198.89,0.91815,0.51518,0.8849,0.93554,0.85773,0.9328,0.72788,0.81736,0.46835,0.84335,0.0048025,0.0048025,0.0048025
107,2219.29,0.926,0.51849,0.88715,0.93361,0.85696,0.93288,0.72651,0.82574,0.46825,0.84359,0.004753,0.004753,0.004753
108,2239.85,0.92551,0.51754,0.88709,0.93861,0.85631,0.9312,0.72508,0.82727,0.46347,0.84295,0.0047035,0.0047035,0.0047035
109,2260.5,0.92292,0.51513,0.88651,0.94195,0.84975,0.93187,0.72577,0.82627,0.46652,0.84434,0.004654,0.004654,0.004654
110,2280.75,0.91378,0.51322,0.88629,0.94055,0.85352,0.93413,0.73139,0.81612,0.46117,0.84186,0.0046045,0.0046045,0.0046045
111,2301.44,0.91718,0.51329,0.88671,0.93544,0.85818,0.93259,0.73106,0.81394,0.46311,0.84137,0.004555,0.004555,0.004555
112,2321.91,0.91419,0.51145,0.88484,0.93828,0.85724,0.93274,0.73082,0.81171,0.46472,0.84235,0.0045055,0.0045055,0.0045055
113,2342.45,0.91317,0.51144,0.88548,0.93979,0.85657,0.93366,0.73027,0.80914,0.4625,0.84138,0.004456,0.004456,0.004456
114,2363.05,0.91446,0.51072,0.8839,0.94123,0.85323,0.9337,0.73369,0.80934,0.4609,0.84067,0.0044065,0.0044065,0.0044065
115,2383.15,0.9101,0.50837,0.88263,0.93831,0.85579,0.93395,0.73325,0.80316,0.45732,0.83947,0.004357,0.004357,0.004357
116,2403.7,0.90594,0.50902,0.8833,0.93866,0.85311,0.93385,0.73206,0.80503,0.45875,0.83939,0.0043075,0.0043075,0.0043075
117,2424.53,0.9079,0.50855,0.88305,0.94048,0.85541,0.93476,0.73141,0.81222,0.45774,0.84025,0.004258,0.004258,0.004258
118,2444.93,0.90309,0.50571,0.88404,0.94104,0.8569,0.93555,0.73416,0.80472,0.4577,0.84038,0.0042085,0.0042085,0.0042085
119,2465.83,0.90294,0.50481,0.88187,0.94131,0.85361,0.93493,0.73465,0.80004,0.45884,0.83985,0.004159,0.004159,0.004159
120,2486.38,0.90283,0.50508,0.88294,0.94694,0.8501,0.93381,0.73288,0.80058,0.45695,0.83928,0.0041095,0.0041095,0.0041095
121,2506.85,0.89622,0.50275,0.88264,0.94269,0.84988,0.93368,0.73392,0.80187,0.4531,0.83901,0.00406,0.00406,0.00406
122,2527.56,0.89667,0.50421,0.88171,0.94819,0.85068,0.93552,0.73579,0.79838,0.45218,0.83805,0.0040105,0.0040105,0.0040105
123,2548.25,0.89411,0.5016,0.87986,0.93986,0.85619,0.93579,0.73477,0.79832,0.45349,0.83748,0.003961,0.003961,0.003961
124,2568.77,0.89496,0.5034,0.88268,0.93305,0.86494,0.93584,0.73585,0.79638,0.45055,0.83789,0.0039115,0.0039115,0.0039115
125,2589.63,0.89528,0.50024,0.88036,0.93132,0.86769,0.93507,0.73512,0.79636,0.45171,0.83771,0.003862,0.003862,0.003862
126,2610.07,0.89312,0.49911,0.88234,0.93716,0.86215,0.93575,0.73648,0.79302,0.45098,0.83688,0.0038125,0.0038125,0.0038125
127,2630.83,0.89642,0.50333,0.88264,0.93101,0.86357,0.93551,0.73751,0.79097,0.45096,0.83676,0.003763,0.003763,0.003763
128,2651.38,0.88673,0.50012,0.8811,0.9318,0.86375,0.93516,0.73807,0.78872,0.44947,0.83653,0.0037135,0.0037135,0.0037135
129,2671.79,0.88681,0.49682,0.88047,0.93855,0.85863,0.93487,0.73727,0.79134,0.45003,0.83708,0.003664,0.003664,0.003664
130,2692.56,0.8795,0.49383,0.87818,0.93412,0.86343,0.93477,0.73634,0.79184,0.45271,0.83667,0.0036145,0.0036145,0.0036145
131,2713.37,0.8834,0.49705,0.88119,0.93411,0.86336,0.93529,0.73919,0.78769,0.45084,0.83674,0.003565,0.003565,0.003565
132,2734.03,0.88477,0.49498,0.88058,0.93739,0.86069,0.93576,0.73815,0.78601,0.44915,0.83708,0.0035155,0.0035155,0.0035155
133,2754.92,0.88268,0.49452,0.87954,0.93416,0.86408,0.93601,0.7415,0.7826,0.44798,0.83581,0.003466,0.003466,0.003466
134,2775.57,0.87843,0.4937,0.87899,0.9347,0.86253,0.93648,0.74017,0.78549,0.44884,0.83576,0.0034165,0.0034165,0.0034165
135,2795.92,0.88131,0.49383,0.8792,0.93974,0.85992,0.93738,0.73924,0.78659,0.44975,0.83629,0.003367,0.003367,0.003367
136,2816.61,0.87826,0.49238,0.87787,0.93752,0.86275,0.93858,0.73995,0.78488,0.44941,0.83518,0.0033175,0.0033175,0.0033175
137,2837.6,0.87518,0.49163,0.87938,0.93923,0.86198,0.93945,0.74237,0.77611,0.44473,0.83365,0.003268,0.003268,0.003268
138,2857.79,0.87134,0.4882,0.87654,0.94258,0.85979,0.93883,0.74371,0.77666,0.44258,0.83369,0.0032185,0.0032185,0.0032185
139,2878.32,0.87049,0.48821,0.87644,0.94367,0.85709,0.93767,0.74332,0.7775,0.44321,0.834,0.003169,0.003169,0.003169
140,2898.89,0.87425,0.49117,0.87786,0.9354,0.86314,0.93759,0.74319,0.77853,0.44447,0.83442,0.0031195,0.0031195,0.0031195
141,2919.16,0.86761,0.48844,0.87648,0.93947,0.8593,0.93797,0.74382,0.77448,0.44333,0.83344,0.00307,0.00307,0.00307
142,2939.88,0.86918,0.48711,0.87597,0.93979,0.86056,0.93867,0.74515,0.77311,0.44251,0.83319,0.0030205,0.0030205,0.0030205
143,2960.37,0.86287,0.48456,0.87654,0.9337,0.86301,0.93865,0.74479,0.77169,0.44069,0.83338,0.002971,0.002971,0.002971
144,2980.91,0.8645,0.48544,0.87515,0.93476,0.86262,0.93803,0.74619,0.76809,0.43938,0.83278,0.0029215,0.0029215,0.0029215
145,3001.74,0.86702,0.48685,0.87801,0.94294,0.85739,0.93836,0.74539,0.76751,0.43962,0.83306,0.002872,0.002872,0.002872
146,3022.12,0.86373,0.4846,0.87643,0.93914,0.86032,0.93835,0.74531,0.76834,0.4407,0.83335,0.0028225,0.0028225,0.0028225
147,3042.63,0.85828,0.48135,0.87503,0.93652,0.86468,0.93804,0.74613,0.76712,0.44028,0.83283,0.002773,0.002773,0.002773
148,3063.24,0.8587,0.48186,0.87589,0.93925,0.86386,0.93891,0.74628,0.76777,0.43899,0.83298,0.0027235,0.0027235,0.0027235
149,3083.95,0.8558,0.48102,0.8737,0.93754,0.8643,0.93808,0.74744,0.76311,0.43748,0.8314,0.002674,0.002674,0.002674
150,3104.63,0.85354,0.4793,0.87449,0.93892,0.86485,0.93763,0.74751,0.76208,0.43597,0.83071,0.0026245,0.0026245,0.0026245
151,3125.24,0.84792,0.47798,0.87448,0.94044,0.86403,0.93939,0.74793,0.76202,0.43493,0.83062,0.002575,0.002575,0.002575
152,3145.49,0.8561,0.48083,0.87563,0.93971,0.86481,0.93924,0.74835,0.7592,0.43392,0.83024,0.0025255,0.0025255,0.0025255
153,3166.22,0.85444,0.48097,0.87391,0.938,0.86739,0.93996,0.74948,0.75764,0.43341,0.8294,0.002476,0.002476,0.002476
154,3187.14,0.85013,0.47778,0.87374,0.9379,0.86777,0.94009,0.74945,0.76025,0.43378,0.82976,0.0024265,0.0024265,0.0024265
155,3207.61,0.84048,0.47426,0.87263,0.93732,0.86636,0.93996,0.74925,0.76144,0.43418,0.82999,0.002377,0.002377,0.002377
156,3228.3,0.84878,0.4766,0.87258,0.93815,0.86481,0.93997,0.75013,0.75944,0.43383,0.82877,0.0023275,0.0023275,0.0023275
157,3248.97,0.8419,0.47366,0.87277,0.93999,0.86288,0.9402,0.75011,0.75873,0.43334,0.8288,0.002278,0.002278,0.002278
158,3269.75,0.84101,0.47384,0.87166,0.94163,0.86301,0.94086,0.7507,0.75814,0.43273,0.82882,0.0022285,0.0022285,0.0022285
159,3290.74,0.84163,0.47433,0.87292,0.93897,0.86566,0.94022,0.75129,0.75748,0.43137,0.82872,0.002179,0.002179,0.002179
160,3311.07,0.84436,0.47537,0.8728,0.94004,0.8639,0.94007,0.75073,0.75721,0.43101,0.82887,0.0021295,0.0021295,0.0021295
161,3331.88,0.84263,0.47427,0.87324,0.93967,0.86417,0.94062,0.75074,0.75728,0.43119,0.82867,0.00208,0.00208,0.00208
162,3352.77,0.83603,0.47249,0.8725,0.94242,0.86378,0.9406,0.75126,0.75604,0.43092,0.82865,0.0020305,0.0020305,0.0020305
163,3373.24,0.83131,0.46858,0.87028,0.93224,0.87155,0.9415,0.75137,0.75439,0.4306,0.82842,0.001981,0.001981,0.001981
164,3393.66,0.83769,0.47176,0.87098,0.93601,0.86829,0.94115,0.75149,0.7561,0.4311,0.82872,0.0019315,0.0019315,0.0019315
165,3414.41,0.83195,0.46796,0.86943,0.9448,0.86161,0.94119,0.75197,0.75633,0.43122,0.82875,0.001882,0.001882,0.001882
166,3435.01,0.82966,0.46634,0.87084,0.94512,0.86288,0.94123,0.75268,0.75493,0.43108,0.82849,0.0018325,0.0018325,0.0018325
167,3455.95,0.83094,0.46669,0.87061,0.94312,0.86288,0.94103,0.75257,0.75538,0.43098,0.82856,0.001783,0.001783,0.001783
168,3476.56,0.8323,0.46754,0.87025,0.94509,0.86237,0.94169,0.75284,0.75572,0.43025,0.82862,0.0017335,0.0017335,0.0017335
169,3496.83,0.82934,0.4659,0.8711,0.9435,0.86288,0.9412,0.75307,0.75425,0.42988,0.8284,0.001684,0.001684,0.001684
170,3517.74,0.82878,0.4672,0.87061,0.94616,0.85902,0.94153,0.75358,0.75379,0.43007,0.82811,0.0016345,0.0016345,0.0016345
171,3538.55,0.82996,0.46679,0.8694,0.94391,0.86015,0.94171,0.75416,0.75278,0.42909,0.82802,0.001585,0.001585,0.001585
172,3559.18,0.82097,0.46163,0.86714,0.94386,0.86185,0.94127,0.75502,0.75136,0.42871,0.82781,0.0015355,0.0015355,0.0015355
173,3579.88,0.8241,0.46367,0.86921,0.93765,0.86803,0.94159,0.75549,0.74981,0.42772,0.82746,0.001486,0.001486,0.001486
174,3600.66,0.82272,0.46232,0.86833,0.93968,0.86649,0.94139,0.75616,0.74791,0.42713,0.82711,0.0014365,0.0014365,0.0014365
175,3621.73,0.82059,0.463,0.8698,0.94081,0.86674,0.94231,0.75653,0.74705,0.42742,0.82709,0.001387,0.001387,0.001387
176,3642.56,0.81778,0.46147,0.86828,0.94716,0.86311,0.94267,0.75637,0.74572,0.42731,0.82703,0.0013375,0.0013375,0.0013375
177,3663.12,0.81834,0.46067,0.86928,0.94725,0.86246,0.94287,0.75699,0.74574,0.42733,0.82696,0.001288,0.001288,0.001288
178,3683.93,0.81225,0.45782,0.8678,0.9466,0.86198,0.9428,0.75689,0.74515,0.4275,0.82687,0.0012385,0.0012385,0.0012385
179,3704.65,0.81462,0.45696,0.86709,0.94589,0.86431,0.94282,0.75679,0.74456,0.42662,0.82658,0.001189,0.001189,0.001189
180,3725.05,0.81338,0.45823,0.86671,0.94597,0.86275,0.9431,0.75728,0.74417,0.42636,0.82655,0.0011395,0.0011395,0.0011395
181,3745.76,0.81637,0.45872,0.86731,0.94509,0.86427,0.94286,0.75722,0.74388,0.4262,0.82667,0.00109,0.00109,0.00109
182,3766.48,0.80499,0.455,0.86613,0.94598,0.86288,0.94301,0.75762,0.74334,0.42525,0.82633,0.0010405,0.0010405,0.0010405
183,3786.95,0.80661,0.45566,0.86558,0.94621,0.86211,0.94275,0.75786,0.74301,0.42514,0.8262,0.000991,0.000991,0.000991
184,3807.77,0.81016,0.45609,0.86776,0.94768,0.86134,0.94298,0.75796,0.74263,0.42515,0.82617,0.0009415,0.0009415,0.0009415
185,3828.37,0.81275,0.45508,0.8665,0.94836,0.86147,0.94292,0.7582,0.74206,0.42499,0.82603,0.000892,0.000892,0.000892
186,3848.71,0.8018,0.45363,0.86554,0.94727,0.8627,0.94341,0.75874,0.74103,0.42462,0.82596,0.0008425,0.0008425,0.0008425
187,3869.24,0.80385,0.45304,0.86525,0.94634,0.86285,0.94325,0.75859,0.74052,0.42449,0.82592,0.000793,0.000793,0.000793
188,3889.54,0.80235,0.45263,0.86649,0.94677,0.86275,0.94319,0.75879,0.73985,0.42422,0.82585,0.0007435,0.0007435,0.0007435
